id,monto,cantidad,categoria,region,descuento
1314,1100.46,19,Hogar,Centro,0.04
1315,1134.99,85,Deportes,Centro,0.36
1316,1337.3,42,Electronica,Oeste,0.33
1317,3972.0,2,Ropa,Norte,0.02
1318,2421.81,81,Ropa,Este,0.49
1319,593.51,99,Ropa,Oeste,0.17
1320,2284.3,44,Hogar,Centro,0.13
1321,1139.49,15,Alimentos,Oeste,0.36
1322,4698.05,65,Deportes,Sur,0.41
1323,997.39,68,Deportes,,0.08
1324,2699.59,68,Deportes,Sur,0.08
1325,4775.88,26,Alimentos,Centro,0.48
1326,4469.25,18,,Este,0.15
1327,3668.64,9,Ropa,Sur,0.21
1328,801.42,76,,Este,0.42
1329,2010.2,75,Alimentos,Norte,0.08
1330,2605.5,99,Alimentos,Centro,0.24
1331,2274.57,97,Electronica,Este,0.17
1332,2335.3,91,Ropa,Norte,0.4
1333,3018.56,47,Hogar,Norte,0.42
1334,1404.62,36,Alimentos,Norte,0.32
1335,,63,Alimentos,Oeste,0.25
1336,4187.87,67,,Norte,0.33
1337,591.78,47,Hogar,Norte,0.35
1338,3941.74,74,Hogar,Norte,0.02
1339,907.78,43,Hogar,Este,0.46
1340,3416.64,32,Alimentos,Sur,0.39
1341,3855.19,42,Ropa,Norte,0.38
1342,3083.93,30,Electronica,Este,0.15
1343,3199.18,26,Hogar,Sur,0.35
1344,1617.19,75,Alimentos,Centro,0.25
1345,3094.26,12,Hogar,Sur,0.3
1346,2666.47,50,Alimentos,Norte,0.48
1347,1128.0,32,Hogar,Sur,0.33
1348,1133.03,28,Deportes,Oeste,0.15
1349,2758.37,53,Deportes,Oeste,0.26
1350,3535.2,34,Ropa,Este,0.18
1351,3467.53,90,Deportes,Centro,0.27
1352,4037.23,93,Ropa,Centro,0.35
1353,2303.89,76,Deportes,Norte,0.48
1354,2385.75,9,Deportes,Norte,0.03
1355,2456.6,18,Deportes,Este,0.11
1356,2851.44,53,Alimentos,Centro,0.27
1357,3773.56,100,Ropa,Sur,0.31
1358,3869.8,24,Electronica,Norte,
1359,2872.14,50,Alimentos,Este,0.19
1360,3537.78,64,Alimentos,Norte,0.13
1361,3760.32,3,Alimentos,Norte,0.03
1362,2647.96,,Deportes,Norte,0.01
1363,946.47,24,Ropa,Centro,0.49
1364,2206.28,99,Electronica,Centro,0.07
1365,3969.27,40,Deportes,Norte,0.05
1366,3019.5,44,Hogar,Norte,0.46
1367,331.99,19,Hogar,,0.41
1368,4911.82,85,Deportes,Este,0.42
1369,2817.17,67,Alimentos,Sur,0.27
1370,3133.56,49,Deportes,Oeste,0.01
1371,4961.48,99,Ropa,Este,0.03
1372,3740.52,23,Electronica,Oeste,0.37
1373,4821.11,88,Ropa,Norte,0.37
1374,497.76,29,Ropa,Centro,0.04
1375,,27,Ropa,Este,0.06
1376,4935.49,48,Deportes,Este,0.2
1377,2117.09,81,Alimentos,Norte,0.47
1378,2071.13,25,Hogar,,0.24
1379,648.8,10,Hogar,,0.06
1380,841.0,88,Alimentos,Centro,0.35
1381,3806.14,26,Ropa,Norte,0.28
1382,551.17,50,Ropa,Este,0.38
1383,718.08,6,Ropa,Norte,0.25
1384,4743.2,33,Electronica,Sur,0.18
1385,2530.45,81,Hogar,,0.33
1386,2645.14,19,Electronica,Centro,0.16
1387,,93,Electronica,Norte,0.19
1388,2815.74,99,Electronica,Norte,0.43
1389,,61,Deportes,Sur,0.32
1390,3064.98,82,Deportes,Sur,0.46
1391,3187.28,50,Electronica,Este,0.44
1392,2302.36,70,Alimentos,Oeste,0.49
1393,2091.54,57,Hogar,Centro,0.23
1394,1088.71,25,Alimentos,Centro,0.36
1395,3961.43,40,Hogar,Centro,0.07
1396,1001.05,21,Hogar,,0.47
1397,2839.13,96,Deportes,Sur,0.38
1398,1585.87,95,Deportes,Norte,0.47
1399,3935.88,2,Electronica,Este,0.43
1400,757.26,9,Hogar,Sur,0.45
1401,511.99,20,Hogar,Centro,0.06
1402,3500.81,32,Hogar,Norte,0.33
1403,1907.84,22,Alimentos,Centro,0.29
1404,2239.43,,Alimentos,Este,0.34
1405,679.04,51,Ropa,Este,0.06
1406,3964.95,46,,Oeste,0.4
1407,1829.25,66,Hogar,Sur,0.26
1408,1197.83,58,Hogar,Este,0.17
1409,657.6,80,Alimentos,Oeste,
1410,184.74,90,Hogar,Este,0.18
1411,1734.46,25,Electronica,Este,0.13
1412,4479.62,,Ropa,Sur,0.38
1413,1188.54,10,,Centro,
1414,2915.86,59,Deportes,Sur,0.17
1415,3731.59,12,Ropa,Norte,0.05
1416,3129.13,26,Hogar,Centro,0.25
1417,311.03,1,Deportes,Sur,0.49
1418,3515.83,24,Hogar,Centro,0.38
1419,2064.35,28,Deportes,,0.41
1420,3419.24,21,Electronica,Oeste,0.03
1421,3823.35,2,Alimentos,Centro,0.34
1422,334.06,41,Hogar,Oeste,0.37
1423,4995.49,76,Hogar,Oeste,0.35
1424,4495.95,19,Ropa,Oeste,0.19
1425,3162.8,2,Ropa,Sur,0.41
1426,86.86,35,Alimentos,Centro,0.01
1427,953.78,64,Electronica,Norte,0.47
1428,1619.8,38,Ropa,Norte,0.26
1429,3159.39,40,Ropa,Este,0.21
1430,4036.59,48,,Sur,0.24
1431,1634.37,41,Alimentos,Centro,0.45
1432,3493.16,42,Deportes,Sur,0.29
1433,2351.41,,Deportes,Centro,0.05
1434,3014.99,94,Alimentos,Este,0.22
1435,299.81,82,Deportes,Sur,
1436,4783.55,41,Ropa,Centro,0.27
1437,1481.62,25,Hogar,Norte,0.25
1438,1025.18,4,,Sur,0.38
1439,1913.19,57,Alimentos,Centro,0.05
1440,818.69,3,Alimentos,Oeste,0.43
1441,3146.31,51,Alimentos,Centro,0.31
1442,,93,,,0.07
1443,2616.29,31,Electronica,Norte,0.18
1444,2727.83,83,Electronica,Oeste,0.35
1445,3815.01,30,Electronica,Sur,0.32
1446,215.67,20,Hogar,Oeste,0.07
1447,,64,Hogar,Norte,
1448,184.85,63,Deportes,Centro,
1449,825.07,69,Deportes,Centro,
1450,1945.16,97,Alimentos,Este,0.17
1451,2230.49,86,Electronica,Norte,0.2
1452,4371.8,73,Ropa,Este,0.15
1453,276.57,73,Electronica,Sur,0.42
1454,4302.49,93,Deportes,Oeste,0.16
1455,2985.72,86,Electronica,Centro,0.12
1456,61.0,1,Ropa,Este,0.19
1457,957.97,48,,Norte,0.21
1458,1317.31,27,Electronica,Oeste,0.32
1459,567.37,59,Alimentos,,0.29
1460,321.1,28,,Oeste,0.34
1461,4864.67,6,Alimentos,Sur,0.48
1462,126.94,25,,Centro,0.22
1463,2179.55,63,Alimentos,Centro,0.36
1464,4104.47,48,Ropa,Este,0.19
1465,2903.16,45,Hogar,Oeste,0.07
1466,2161.4,18,Deportes,Sur,0.18
1467,1720.55,81,Ropa,Centro,0.17
1468,4082.21,89,Deportes,Centro,0.41
1469,25.18,86,Alimentos,Este,0.37
1470,3985.58,51,Alimentos,Norte,0.41
1471,3221.29,89,,Centro,0.09
1472,2478.54,89,Ropa,Norte,0.12
1473,959.08,,Electronica,,0.1
1474,599.17,85,Hogar,Este,0.35
1475,2950.51,79,Hogar,Norte,0.34
1476,2370.62,97,Deportes,Oeste,0.05
1477,1902.94,98,Electronica,Norte,0.24
1478,3746.52,61,Hogar,Oeste,
1479,3420.7,87,Deportes,Este,0.47
1480,1943.95,84,Deportes,Oeste,0.13
1481,817.92,43,Electronica,Oeste,0.34
1482,1939.58,84,,Este,0.39
1483,2919.93,92,Electronica,Sur,0.35
1484,4733.63,57,Deportes,Este,0.4
1485,536.11,36,,Este,0.35
1486,2538.03,18,Ropa,Centro,0.08
1487,1318.72,85,Ropa,Este,0.21
1488,3508.86,,Alimentos,Norte,0.39
1489,4058.25,32,Hogar,Sur,0.4
1490,1942.35,70,Deportes,Norte,0.04
1491,4949.39,22,Alimentos,Este,0.38
1492,3763.09,,Alimentos,Centro,0.2
1493,1127.48,62,Ropa,Centro,0.4
1494,3866.63,4,Ropa,Norte,0.28
1495,1969.37,44,Alimentos,Oeste,0.27
1496,1933.54,89,Deportes,Centro,0.28
1497,1688.69,44,,Este,0.31
1498,2974.2,42,Alimentos,Este,0.28
1499,2060.64,55,Ropa,Este,0.09
1500,3431.47,71,Ropa,Este,0.4
1501,1032.64,44,Ropa,Este,0.32
1502,2298.1,33,Deportes,Norte,0.13
1503,4060.9,64,Alimentos,Oeste,0.5
1504,259.71,63,Electronica,Norte,0.24
1505,4007.49,9,Electronica,Oeste,0.27
1506,4457.1,2,Alimentos,Sur,0.49
1507,3020.29,71,,Sur,0.12
1508,4832.17,70,Deportes,Este,0.48
1509,627.19,53,Ropa,Este,0.23
1510,1197.66,75,Ropa,Norte,0.42
1511,2223.44,50,,Sur,0.38
1512,2460.14,68,Hogar,Centro,0.01
1513,726.86,90,Ropa,Oeste,0.08
1514,3576.09,49,,Sur,0.23
1515,328.15,3,Hogar,Oeste,0.17
1516,451.86,30,Ropa,Centro,0.46
1517,2997.53,5,Electronica,Sur,0.18
1518,3478.09,11,Ropa,Este,0.13
1519,934.17,22,Electronica,Sur,0.12
1520,2353.89,22,Electronica,,0.4
1521,4087.36,16,Ropa,Sur,0.28
1522,48.69,99,Electronica,Sur,0.41
1523,,17,Alimentos,Oeste,0.3
1524,553.83,82,Ropa,,0.02
1525,3995.2,51,Hogar,Centro,0.36
1526,3029.56,96,Ropa,Oeste,0.13
1527,186.9,48,Hogar,Este,0.06
1528,,97,Ropa,Centro,
1529,3747.38,39,Hogar,Oeste,0.07
1530,2328.7,60,Ropa,Norte,0.48
1531,270.33,50,,Centro,0.44
1532,207.42,62,Deportes,Norte,0.17
1533,3556.97,4,Hogar,Centro,0.32
1534,3110.75,7,Hogar,Centro,0.29
1535,,94,Ropa,Oeste,0.25
1536,3572.78,82,Electronica,Este,0.07
1537,214.25,18,Ropa,Centro,0.28
1538,4580.78,,Hogar,Sur,0.43
1539,4906.08,64,Alimentos,Este,0.33
1540,4778.56,72,Alimentos,Centro,0.45
1541,1398.43,32,Alimentos,Este,0.01
1542,3622.76,76,Ropa,Sur,0.43
1543,1247.45,13,Hogar,Este,0.25
1544,1216.26,85,Hogar,Oeste,0.16
1545,2368.5,,Hogar,Oeste,0.06
1546,2029.56,37,Deportes,Oeste,0.4
1547,507.8,95,Hogar,Sur,
1548,15.43,18,Alimentos,Norte,0.42
1549,,43,Electronica,Sur,0.5
1550,4485.8,63,Deportes,,0.3
1551,697.39,34,Hogar,Este,0.39
1552,,86,Deportes,Oeste,0.24
1553,4652.83,40,Ropa,,0.11
1554,4376.33,58,Alimentos,Centro,0.36
1555,2410.58,83,Alimentos,Sur,0.34
1556,3282.63,51,,Este,0.03
1557,4063.53,51,Alimentos,Oeste,0.43
1558,4790.54,90,Alimentos,Oeste,0.43
1559,1676.11,,Alimentos,Sur,0.26
1560,3855.45,92,Electronica,Centro,0.31
1561,743.29,95,Deportes,Centro,0.14
1562,987.32,94,Deportes,Oeste,0.23
1563,,53,,Oeste,0.48
1564,4570.96,30,Alimentos,Norte,0.42
1565,3343.82,51,,Oeste,0.27
1566,16.24,,Deportes,Norte,0.4
1567,4763.22,82,Hogar,Sur,0.38
1568,2764.03,31,Ropa,Sur,0.19
1569,,43,,Este,0.47
1570,1465.12,21,Electronica,Este,0.1
1571,2713.89,9,Electronica,Norte,0.08
1572,3973.16,23,Deportes,Norte,0.23
1573,3073.76,46,Ropa,Este,0.18
1574,4555.05,99,Ropa,Centro,0.03
1575,4955.61,45,Hogar,Centro,
1576,2015.28,80,Electronica,Sur,0.39
1577,4669.31,72,Ropa,Norte,0.19
1578,23.59,86,Electronica,Oeste,0.32
1579,4215.9,72,Deportes,Este,0.3
1580,4055.09,82,Alimentos,,0.16
1581,4695.55,18,Alimentos,Oeste,0.41
1582,4875.77,64,,Este,0.15
1583,469.92,68,Electronica,Este,0.43
1584,623.02,75,Deportes,Norte,0.12
1585,2746.94,89,Electronica,Norte,0.45
1586,4390.43,43,,Centro,0.03
1587,,6,Alimentos,Centro,0.18
1588,1241.64,24,Electronica,Sur,0.28
1589,4786.67,66,Alimentos,Sur,0.2
1590,1193.37,79,Alimentos,Centro,0.1
1591,2893.77,79,Deportes,Norte,0.06
1592,959.87,17,Ropa,Norte,0.41
1593,1253.73,,Alimentos,Centro,0.2
1594,,15,Ropa,Sur,0.01
1595,3929.06,42,Alimentos,Sur,0.19
1596,733.85,25,Hogar,Este,0.43
1597,1264.3,21,,Este,0.44
1598,556.53,37,,Centro,0.21
1599,2274.87,29,Hogar,Este,0.34
1600,1106.73,3,Deportes,Sur,0.32
1601,3607.61,89,Alimentos,Norte,0.43
1602,4785.98,37,Deportes,Centro,0.12
1603,2651.95,64,Alimentos,Centro,0.0
1604,1709.77,24,Alimentos,Este,0.15
1605,3146.09,78,Deportes,Sur,0.18
1606,4289.69,98,Deportes,,0.17
1607,2827.97,53,Electronica,Centro,0.1
1608,682.93,28,,Norte,0.02
1609,3216.88,27,Electronica,Centro,0.46
1610,3147.39,6,Electronica,Oeste,0.14
1611,1085.71,43,Deportes,Oeste,0.25
1612,4673.6,72,Deportes,,0.01
1613,864.48,95,Ropa,Este,
1614,3310.0,18,Ropa,Este,
1615,2161.95,21,Deportes,Oeste,0.0
1616,3823.27,20,Ropa,Centro,0.22
1617,4419.72,76,Hogar,Centro,0.46
1618,2838.63,55,Alimentos,Sur,0.42
1619,3992.52,26,Electronica,Norte,0.19
1620,638.26,95,Hogar,Centro,0.47
1621,4084.44,24,Electronica,Centro,0.12
1622,375.49,11,Alimentos,Sur,0.27
1623,,27,Electronica,Centro,0.4
1624,2113.5,11,Alimentos,Este,0.16
1625,,100,Electronica,Norte,
1626,828.8,82,Electronica,Centro,0.04
1627,290.95,78,Alimentos,Norte,
1628,2522.58,38,Deportes,Centro,0.04
1629,2458.24,10,Deportes,Este,0.41
1630,206.71,4,,Sur,
1631,3185.16,93,Deportes,Oeste,0.27
1632,1350.7,42,Ropa,Oeste,0.02
1633,2764.95,,Deportes,Centro,0.2
1634,1778.61,99,Deportes,Norte,0.32
1635,4010.96,51,Deportes,Este,0.26
1636,1297.01,23,Ropa,Oeste,0.24
1637,942.48,52,,Centro,0.08
1638,3631.32,83,Ropa,,0.37
1639,3783.61,93,Alimentos,Este,0.26
1640,4367.85,38,Alimentos,Norte,0.32
1641,3944.35,48,Electronica,Oeste,0.34
1642,2058.9,38,Electronica,Norte,0.48
1643,2782.67,23,Ropa,Norte,0.14
1644,1702.95,82,Ropa,Este,0.43
1645,2633.43,91,Electronica,Centro,0.36
1646,2334.92,16,Deportes,Sur,0.3
1647,677.86,29,Electronica,Norte,
1648,3061.32,98,Deportes,Centro,0.5
1649,2624.75,,,Centro,0.1
1650,3894.27,17,,Este,0.26
1651,3515.68,37,Hogar,Centro,0.3
1652,1961.85,45,Electronica,Centro,0.03
1653,2877.27,38,Electronica,Oeste,0.2
1654,4075.66,28,,Este,0.25
1655,388.34,5,Deportes,Norte,0.43
1656,3154.24,44,Electronica,Norte,0.47
1657,648.29,3,Electronica,Sur,0.47
1658,1992.16,98,Hogar,,
1659,1068.2,99,Hogar,Sur,0.45
1660,548.32,63,Deportes,Centro,0.28
1661,1455.55,15,,Oeste,0.45
1662,1716.33,86,Hogar,,0.37
1663,1874.64,7,Electronica,Norte,0.19
1664,4965.99,9,Electronica,Oeste,0.14
1665,2916.58,97,Hogar,Centro,0.29
1666,4348.55,71,Hogar,Centro,0.38
1667,2678.65,50,Deportes,Norte,0.28
1668,4437.26,25,Ropa,Sur,0.45
1669,2152.22,8,Hogar,Norte,0.35
1670,2091.43,83,Ropa,Sur,0.37
1671,3314.4,84,Deportes,Este,0.48
1672,4486.77,85,Deportes,Norte,0.07
1673,4245.61,76,Alimentos,Centro,0.27
1674,1894.59,10,Hogar,Sur,0.11
1675,4037.13,44,Ropa,Oeste,0.38
1676,1206.8,40,Electronica,Sur,0.14
1677,1122.55,,Hogar,,0.22
1678,4169.38,65,Deportes,Norte,0.04
1679,,68,Deportes,,0.32
1680,276.35,23,Hogar,Sur,0.26
1681,1844.96,35,Hogar,Oeste,
1682,3573.01,18,Ropa,Este,0.38
1683,,96,Hogar,Sur,0.36
1684,4662.76,100,Deportes,Sur,0.2
1685,2272.06,17,Ropa,Oeste,0.16
1686,2725.7,2,Electronica,,0.5
1687,1902.25,55,Ropa,Centro,0.26
1688,1728.1,28,Alimentos,Norte,0.45
1689,847.62,7,Electronica,Este,0.2
1690,1186.36,33,Ropa,Oeste,0.2
1691,855.74,2,Deportes,Sur,0.32
1692,970.96,54,Hogar,Centro,0.27
1693,3790.6,30,Deportes,Este,0.27
1694,1695.66,58,Deportes,Oeste,0.01
1695,4635.89,62,Ropa,Centro,0.2
1696,736.99,47,Ropa,Este,0.19
1697,800.29,87,Deportes,Norte,0.18
1698,2027.65,10,Deportes,Centro,0.39
1699,2286.34,6,Ropa,Centro,0.27
1700,3917.83,21,Electronica,Sur,0.46
1701,2713.7,77,Ropa,Centro,0.13
1702,3678.45,81,Deportes,Norte,0.04
1703,2209.82,23,Hogar,Sur,0.27
1704,,36,Hogar,Centro,0.04
1705,2712.17,74,Ropa,Sur,0.25
1706,2886.14,96,Alimentos,Norte,
1707,935.25,31,Alimentos,Oeste,0.35
1708,3099.6,73,Ropa,Centro,
1709,3733.63,35,Deportes,Sur,0.47
1710,4077.06,82,Deportes,Oeste,0.48
1711,1114.87,70,Alimentos,Este,0.46
1712,3404.24,69,Ropa,Este,0.36
1713,4843.3,76,Deportes,Este,0.35
1714,4302.95,14,Hogar,Oeste,0.2
1715,2795.63,,Alimentos,Sur,0.24
1716,3117.79,66,Hogar,Sur,0.04
1717,,91,Electronica,Sur,0.12
1718,445.6,14,Ropa,Sur,0.16
1719,2381.9,68,Alimentos,,0.4
1720,1332.44,90,Electronica,,0.4
1721,2285.88,16,Deportes,Sur,0.26
1722,38.6,31,Alimentos,Sur,0.26
1723,2789.25,100,Deportes,Oeste,0.03
1724,1401.29,18,Alimentos,Este,0.17
1725,2112.71,41,Deportes,Centro,0.42
1726,4838.33,55,Electronica,Norte,0.01
1727,1537.67,76,Ropa,Norte,0.12
1728,4343.08,1,Hogar,Sur,0.24
1729,1423.13,67,Hogar,Sur,0.19
1730,4494.85,93,Electronica,Centro,0.32
1731,3519.9,37,Ropa,Norte,0.48
1732,956.17,26,Alimentos,Norte,0.44
1733,45.53,32,Deportes,Norte,0.24
1734,3835.84,91,Alimentos,Este,0.23
1735,4866.61,35,Electronica,Centro,0.19
1736,4084.26,95,Electronica,Centro,0.45
1737,3592.85,83,Ropa,Sur,0.03
1738,3278.7,4,Deportes,Sur,0.09
1739,4408.39,94,Electronica,Sur,0.16
1740,723.65,42,Deportes,Centro,0.35
1741,2781.94,54,Hogar,Oeste,0.36
1742,4709.78,34,Hogar,Norte,0.29
1743,2236.9,75,Electronica,Este,0.09
1744,4505.86,68,Alimentos,Centro,0.36
1745,2597.13,4,Alimentos,Norte,0.38
1746,870.47,34,Hogar,Centro,0.24
1747,2194.66,89,Deportes,Sur,0.35
1748,1974.76,97,,,0.41
1749,1185.26,11,Electronica,Este,0.43
1750,819.21,94,Ropa,Sur,0.46
1751,3650.19,45,Alimentos,Centro,0.05
1752,3062.34,1,Deportes,Centro,0.5
1753,730.19,,Electronica,Oeste,0.08
1754,3764.54,15,Electronica,Norte,0.37
1755,907.63,93,Alimentos,Centro,
1756,4662.35,80,Ropa,Este,0.11
1757,71.98,84,Electronica,Este,0.41
1758,455.05,,Alimentos,Centro,0.2
1759,4910.01,37,Ropa,Este,0.01
1760,1753.13,9,,Centro,0.37
1761,645.38,64,Hogar,Este,0.39
1762,4676.17,70,Ropa,Este,0.15
1763,4441.07,4,,Centro,0.24
1764,1157.88,8,Electronica,Centro,0.31
1765,,17,Electronica,Este,0.27
1766,797.2,81,Alimentos,,0.11
1767,89.22,52,Hogar,Este,0.28
1768,1857.59,100,Ropa,Este,0.19
1769,536.59,33,,,0.0
1770,3919.09,27,Hogar,Norte,
1771,1384.47,63,Deportes,Este,0.26
1772,744.92,,Hogar,Centro,0.49
1773,,32,Electronica,Este,0.36
1774,2655.82,39,Ropa,,0.2
1775,912.72,68,Deportes,Norte,0.22
1776,2808.48,86,Ropa,Oeste,0.39
1777,4192.46,56,Deportes,Sur,0.04
1778,2377.64,,Alimentos,Centro,0.2
1779,,15,Electronica,Norte,0.29
1780,,75,Deportes,Este,0.38
1781,1578.66,91,,Centro,0.39
1782,,83,Hogar,Centro,0.41
1783,3196.21,26,Hogar,Centro,0.22
1784,514.77,13,Hogar,Este,0.24
1785,4155.43,56,Deportes,Centro,0.37
1786,574.12,2,Hogar,Sur,0.41
1787,,66,Electronica,Norte,0.45
1788,3305.48,81,Deportes,Norte,0.31
1789,3423.31,74,Deportes,Sur,0.25
1790,422.09,3,Alimentos,Centro,0.27
1791,,10,Alimentos,Sur,0.46
1792,2259.2,46,Hogar,Este,0.37
1793,62.61,4,Hogar,Sur,0.02
1794,1904.35,77,Ropa,Oeste,0.38
1795,2954.2,77,Hogar,Oeste,0.28
1796,4995.25,62,,Norte,0.03
1797,3953.4,55,Deportes,Sur,0.21
1798,3372.59,71,Electronica,Oeste,0.17
1799,4295.67,83,,Oeste,0.15
1800,1418.78,50,Hogar,,0.36
1801,1565.41,2,Ropa,Este,0.17
1802,1219.57,36,Deportes,Sur,0.06
1803,2003.65,30,Alimentos,Sur,0.44
1804,3765.71,74,Electronica,Sur,0.01
1805,569.17,93,Ropa,Sur,0.33
1806,544.26,93,Ropa,,0.0
1807,2783.69,43,Alimentos,Este,0.35
1808,2480.48,79,,Este,0.16
1809,3939.55,9,Electronica,Sur,0.37
1810,2974.76,70,Electronica,Oeste,0.27
1811,731.57,57,Ropa,Centro,0.26
1812,1975.63,34,Ropa,Centro,0.31
1813,3094.63,65,Electronica,Centro,0.16
1814,1571.21,15,Ropa,,0.07
1815,2391.39,90,,Oeste,0.44
1816,3415.42,77,Ropa,Sur,0.39
1817,3548.24,66,Hogar,Norte,0.16
1818,,74,Deportes,Norte,0.07
1819,1884.8,36,Hogar,Oeste,0.37
1820,3946.94,2,Alimentos,Oeste,0.47
1821,4462.86,40,Deportes,Norte,0.48
1822,1216.37,34,Ropa,Este,0.44
1823,275.69,43,Electronica,Oeste,0.17
1824,937.76,38,Hogar,Oeste,0.38
1825,676.01,9,Electronica,Centro,0.05
1826,1259.75,82,Deportes,,0.03
1827,2583.77,92,Electronica,Centro,0.28
1828,1795.03,2,Hogar,Sur,0.14
1829,2127.82,15,Ropa,Oeste,0.03
1830,2153.27,94,,Sur,0.38
1831,1327.31,40,Ropa,Este,0.34
1832,3763.35,7,Alimentos,Este,
1833,2338.78,26,Ropa,Oeste,0.04
1834,2688.65,94,Electronica,Oeste,0.34
1835,1218.27,83,Ropa,Centro,0.08
1836,3426.99,61,Electronica,Oeste,0.01
1837,4134.37,92,Ropa,Centro,0.02
1838,728.41,30,Electronica,Norte,0.11
1839,3577.2,61,,Sur,0.26
1840,1275.69,47,Ropa,Este,0.21
1841,2378.18,58,,Este,0.28
1842,2980.8,59,Deportes,Centro,0.26
1843,2130.8,66,Deportes,,0.44
1844,1575.94,18,Ropa,Sur,0.05
1845,,94,Alimentos,Sur,0.27
1846,4159.05,76,Electronica,Norte,0.26
1847,3299.36,51,Ropa,Centro,0.08
1848,4621.15,72,Electronica,,0.08
1849,4445.37,,Electronica,,0.19
1850,,77,Hogar,Norte,0.28
1851,,38,Electronica,Sur,0.19
1852,1450.37,32,Electronica,Este,0.04
1853,3756.62,83,Deportes,Norte,0.16
1854,,99,Ropa,,0.23
1855,1398.34,96,,,0.22
1856,2182.38,86,,Oeste,0.13
1857,1498.96,12,Alimentos,,0.45
1858,1623.04,76,,Este,0.31
1859,3802.24,71,Deportes,Oeste,0.28
1860,3036.63,68,Deportes,Centro,0.22
1861,3303.76,79,Hogar,Oeste,0.02
1862,2848.9,3,,Oeste,0.12
1863,3821.18,81,Hogar,,0.28
1864,2768.71,,Ropa,Oeste,0.45
1865,2554.93,16,Ropa,Oeste,0.23
1866,3921.37,87,Electronica,Centro,0.32
1867,693.17,21,Deportes,,0.47
1868,3537.13,34,Electronica,Este,0.18
1869,1867.38,6,Deportes,Este,0.39
1870,5.3,94,Ropa,Este,
1871,4753.44,28,Ropa,Centro,0.14
1872,4437.68,36,Deportes,Centro,
1873,3445.79,31,,Centro,0.5
1874,3975.23,62,Electronica,Centro,0.39
1875,10.12,60,Electronica,Oeste,0.05
1876,4401.16,30,Deportes,Norte,0.43
1877,,56,,Norte,0.34
1878,2872.14,92,Ropa,Centro,0.15
1879,2967.52,53,Hogar,Oeste,0.3
1880,445.01,93,Alimentos,Norte,0.07
1881,3853.71,5,Deportes,Oeste,0.02
1882,919.96,38,Alimentos,Centro,0.44
1883,4120.16,20,Deportes,Oeste,0.03
1884,2943.49,92,Deportes,Este,0.45
1885,1593.01,81,Deportes,,0.15
1886,2230.35,36,Alimentos,Este,0.2
1887,801.48,94,Alimentos,Este,0.3
1888,2469.46,94,Electronica,Norte,
1889,4983.92,65,Electronica,Este,0.05
1890,2228.7,88,,Este,0.08
1891,1579.06,35,Electronica,Sur,0.04
1892,4506.08,73,,Norte,0.48
1893,559.41,93,Deportes,Centro,0.45
1894,2193.12,,Ropa,Oeste,0.05
1895,252.34,96,,Norte,0.18
1896,,37,Electronica,Centro,0.31
1897,1390.78,5,Alimentos,,0.21
1898,3136.17,29,Ropa,Este,0.17
1899,3751.46,88,Electronica,,0.07
1900,2437.03,2,Deportes,,0.2
1901,3587.06,6,Deportes,Sur,0.45
1902,4782.3,73,Alimentos,Norte,0.15
1903,,49,Electronica,Este,0.42
1904,369.03,49,Alimentos,Centro,0.07
1905,2912.65,85,Ropa,Norte,0.35
1906,3687.46,,Hogar,Norte,
1907,33.06,70,Electronica,Norte,0.21
1908,1965.95,18,Alimentos,Oeste,0.0
1909,4382.9,70,Electronica,Centro,0.43
1910,1561.87,30,Ropa,Sur,0.12
1911,1771.85,33,,Norte,0.23
1912,577.1,21,,Sur,0.38
1913,3977.33,22,Electronica,Oeste,0.45
1914,3433.55,56,Deportes,Centro,0.06
1915,3653.0,73,Electronica,Centro,0.35
1916,,99,Deportes,Norte,0.12
1917,1880.31,66,Deportes,Este,0.24
1918,3288.5,18,Electronica,Sur,0.38
1919,2685.59,30,,Este,0.47
1920,1397.41,17,Electronica,Este,0.43
1921,3554.15,87,,,0.31
1922,258.28,90,Hogar,Sur,0.43
1923,520.66,25,Ropa,Oeste,
1924,239.94,26,Electronica,Centro,
1925,4141.74,46,Ropa,Norte,0.29
1926,3260.55,12,Electronica,Oeste,0.44
1927,209.18,75,Electronica,Centro,0.27
1928,339.07,21,Electronica,Norte,0.04
1929,1837.63,48,Hogar,Norte,0.21
1930,3503.63,11,Electronica,Este,0.4
1931,3917.2,5,Alimentos,Sur,0.22
1932,2839.93,39,Ropa,Oeste,0.19
1933,4410.91,38,Ropa,Este,0.13
1934,2776.25,87,Electronica,Oeste,0.34
1935,2972.62,13,Ropa,Norte,0.47
1936,2856.61,29,Ropa,Este,0.17
1937,4870.67,47,Ropa,Sur,0.18
1938,178.5,10,Deportes,Norte,0.42
1939,3595.25,60,Alimentos,Oeste,0.2
1940,3561.97,35,Alimentos,Este,0.47
1941,2185.75,35,Deportes,Norte,0.47
1942,4530.19,23,Electronica,Centro,0.18
1943,1535.22,44,Alimentos,Oeste,0.2
1944,2236.19,31,Alimentos,Este,
1945,2944.56,24,Alimentos,Centro,0.47
1946,3964.23,54,Alimentos,Norte,0.15
1947,2066.18,59,Electronica,,0.48
1948,3655.7,68,Electronica,,0.46
1949,2235.94,72,Alimentos,Sur,0.08
1950,4529.69,34,Hogar,,0.34
